run_id,task_id,repeat,authoritative,attribution,quality.test_pass_rate,quality.task_completed,quality.manual_score,tokens.total_tokens,tokens.input_tokens,tokens.cached_input_tokens,tokens.uncached_input_tokens,tokens.cache_write_tokens,tokens.output_tokens,tokens.reasoning_tokens,orchestration.user_turns,orchestration.usage_bearing_samples,orchestration.wait_status_model_calls,orchestration.rebroadcast_events,orchestration.subagents,orchestration.retries,context.peak_context_tokens,context.model_context_window,context.compactions,context.tool_output_bytes,performance.total_ms,performance.ttft_ms_first,performance.time_to_first_patch_ms,performance.failure_recovery_ms
T01-R0-20260821-172226,T01,0,False,none,1,✓,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,095",-,"3,041",-
